"","product_productid","movie_count","total_votes","movie_score_avg","movie_score_1","movie_score_2","movie_score_3","movie_score_4","movie_score_5"
"3355","B00004CT83",120,1168,4.19166666666667,5,5,15,32,63
"3356","B00004CT8M",475,2506,4.60631578947368,17,7,22,54,375
"3357","B00004CT8N",475,2506,4.60631578947368,17,7,22,54,375
"3358","B00004CT98",140,545,4.4,11,3,6,19,101
"3359","B00004CTAB",212,670,4.40094339622642,3,16,9,49,135
"3360","B00004CTJW",325,1623,3.80615384615385,39,22,42,82,140
"3361","B00004CTJX",325,1623,3.80615384615385,39,22,42,82,140
"3362","B00004CTN9",121,618,4.43801652892562,2,5,5,35,74
"3363","B00004CTQX",127,401,4.17322834645669,11,6,8,27,75
"3364","B00004CTTF",139,968,4.39568345323741,8,2,7,32,90
"3365","B00004CTTG",207,1565,4.26570048309179,10,3,22,59,113
"3366","B00004CTUA",108,727,4.46296296296296,8,2,3,14,81
"3367","B00004CTVX",315,1675,4.57777777777778,10,6,15,45,239
"3368","B00004CTX8",109,943,4.67889908256881,2,0,5,17,85
"3369","B00004CTXF",140,545,4.4,11,3,6,19,101
"3370","B00004CTXQ",112,317,4.41964285714286,7,2,7,17,79
"3371","B00004CTY2",105,526,4.75238095238095,2,2,3,6,92
"3372","B00004CTY3",193,1385,4.03108808290155,13,15,21,48,96
"3373","B00004CTYC",190,923,4.10526315789474,16,10,16,44,104
"3374","B00004CTYU",193,634,4.34715025906736,9,7,18,33,126
"3375","B00004CU3P",103,535,4.50485436893204,3,2,4,25,69
"3376","B00004CU54",130,821,4.68461538461538,1,1,5,24,99
"3377","B00004CUD4",121,618,4.43801652892562,2,5,5,35,74
"3378","B00004CUD7",128,656,4.3984375,6,5,6,26,85
"3379","B00004CUIV",168,740,4.44642857142857,10,3,8,28,119
"3380","B00004CUKO",116,374,3.12068965517241,16,23,25,35,17
"3381","B00004CULH",213,2631,4.52582159624413,9,7,8,28,161
"3382","B00004CUOA",143,443,4.25874125874126,3,5,18,43,74
"3383","B00004CUON",171,648,4.47953216374269,7,5,8,30,121
"3384","B00004CUOQ",253,1209,4.46640316205534,6,9,15,54,169
"3385","B00004CUPD",105,341,4.66666666666667,0,2,4,21,78
"3386","B00004CUPE",104,426,4.50961538461539,3,2,6,21,72
"3387","B00004CUPV",113,259,4.72566371681416,0,1,2,24,86
"3388","B00004CUVY",205,1213,4.43414634146342,7,6,13,44,135
"3389","B00004CUW0",126,1773,3.83333333333333,23,9,6,16,72
"3390","B00004CUW2",126,1773,3.83333333333333,23,9,6,16,72
"3391","B00004CUW3",205,1043,4.6390243902439,4,8,10,14,169
"3392","B00004CUW4",111,333,4.79279279279279,0,3,2,10,96
"3393","B00004CUW5",109,536,3.41284403669725,12,19,22,24,32
"3394","B00004CUX3",202,980,4.55940594059406,3,5,10,42,142
"3395","B00004CUX4",231,1221,4.45021645021645,10,3,14,50,154
"3396","B00004CUX7",145,550,4.33103448275862,4,1,16,46,78
"3397","B00004CUYB",127,401,4.17322834645669,11,6,8,27,75
"3398","B00004CUYR",187,1086,4.17647058823529,14,6,12,56,99
"3399","B00004CUZ6",145,590,4.50344827586207,2,1,10,41,91
"3400","B00004CV28",137,212,4.42335766423358,8,3,6,26,94
"3401","B00004CV2I",103,535,4.50485436893204,3,2,4,25,69
"3402","B00004CV54",149,991,4.3758389261745,7,6,11,25,100
"3403","B00004CV5Y",111,588,4.40540540540541,2,5,5,33,66
"3404","B00004CV62",120,524,4.35,5,4,12,22,77
"3405","B00004CVD6",151,276,4.58940397350993,1,4,8,30,108
"3406","B00004CVE5",291,1190,4.75257731958763,1,7,12,23,248
"3407","B00004CVFM",100,277,4.02,7,6,11,30,46
"3408","B00004CVHN",477,2765,4.56813417190776,9,8,20,106,334
"3409","B00004CVLV",109,426,4.54128440366972,3,1,4,27,74
"3410","B00004CVMO",202,1297,1.70792079207921,131,28,24,9,10
"3411","B00004CVOK",169,169,4.51479289940828,4,1,2,59,103
"3412","B00004CVQ9",187,1086,4.17647058823529,14,6,12,56,99
"3413","B00004CVTI",215,1217,4.58604651162791,5,5,4,46,155
"3414","B00004CVVE",120,432,4.16666666666667,7,2,12,42,57
"3415","B00004CVVF",120,524,4.35,5,4,12,22,77
"3416","B00004CVYA",122,316,4.68032786885246,0,1,4,28,89
"3417","B00004CW1D",127,674,4.55905511811024,3,2,4,30,88
"3418","B00004CW40",141,873,4.47517730496454,6,3,9,23,100
"3419","B00004CW5G",477,2765,4.56813417190776,9,8,20,106,334
"3420","B00004CW5R",205,1213,4.43414634146342,7,6,13,44,135
"3421","B00004CW6H",169,169,4.51479289940828,4,1,2,59,103
"3422","B00004CW82",158,533,4.37974683544304,10,3,7,35,103
"3423","B00004CWBK",126,465,4.3015873015873,3,3,15,37,68
"3424","B00004CWBQ",215,1091,4.73023255813953,5,3,2,25,180
"3425","B00004CWBY",146,654,3.02739726027397,27,26,36,30,27
"3426","B00004CWE2",151,276,4.58940397350993,1,4,8,30,108
"3427","B00004CWH6",130,599,4.45384615384615,3,3,8,34,82
"3428","B00004CWH8",104,426,4.50961538461539,3,2,6,21,72
"3429","B00004CWKR",131,907,4.24427480916031,3,7,10,46,65
"3430","B00004CWL0",111,1022,3.53153153153153,22,8,12,27,42
"3431","B00004CWNJ",143,443,4.25874125874126,3,5,18,43,74
"3432","B00004CWNR",127,401,4.17322834645669,11,6,8,27,75
"3433","B00004CWP9",322,1536,4.68633540372671,6,5,11,40,260
"3434","B00004CWS6",165,667,4.37575757575758,9,4,9,37,106
"3435","B00004CWTP",115,830,4.64347826086957,2,2,4,19,88
"3436","B00004CWTY",108,147,4.66666666666667,0,4,5,14,85
"3437","B00004CWVX",124,573,4.32258064516129,9,3,5,29,78
"3438","B00004CWWU",136,943,3.83088235294118,17,10,13,35,61
"3439","B00004CWX0",125,997,4.448,4,2,8,31,80
"3440","B00004CWXK",194,1694,4.1340206185567,23,7,10,35,119
"3441","B00004CWXO",271,2574,4.74907749077491,5,2,5,32,227
"3442","B00004CX15",166,563,4.53012048192771,6,3,8,29,120
"3443","B00004CX1H",120,432,4.16666666666667,7,2,12,42,57
"3444","B00004CX1I",158,533,4.37974683544304,10,3,7,35,103
"3445","B00004CX23",201,1300,3.681592039801,25,19,21,66,70
"3446","B00004CX2J",285,1873,4.46666666666667,10,12,10,56,197
"3447","B00004CX2K",285,1873,4.46666666666667,10,12,10,56,197
"3448","B00004CX2T",119,304,4.46218487394958,3,5,5,27,79
"3449","B00004CX3A",140,778,4.54285714285714,4,4,4,28,100
"3450","B00004CX4X",102,473,4.69607843137255,0,1,4,20,77
"3451","B00004CX82",134,536,4.52238805970149,2,2,7,36,87
"3452","B00004CX83",271,848,4.43911439114391,9,5,16,69,172
"3453","B00004CX84",112,683,4.47321428571429,5,0,7,25,75
"3454","B00004CX85",113,833,4.48672566371681,5,3,4,21,80
"3455","B00004CX86",141,970,4.33333333333333,11,6,5,22,97
"3456","B00004CX87",231,1220,4.45021645021645,10,3,14,50,154
"3457","B00004CX88",160,852,4.71875,5,3,0,16,136
"3458","B00004CX8A",215,1217,4.58604651162791,5,5,4,46,155
"3459","B00004CX8F",253,1209,4.46640316205534,6,9,15,54,169
"3460","B00004CX8G",188,1260,4.66489361702128,3,1,5,38,141
"3461","B00004CX8I",248,632,4.79435483870968,1,1,6,32,208
"3462","B00004CX8J",113,571,3.30088495575221,24,8,18,36,27
"3463","B00004CX8L",136,943,3.83088235294118,17,10,13,35,61
"3464","B00004CX8M",109,857,4.39449541284404,4,5,8,19,73
"3465","B00004CX8P",237,1720,4.48101265822785,13,7,14,22,181
"3466","B00004CX95",141,934,4.70921985815603,1,5,2,18,115
"3467","B00004CX99",129,508,4.64341085271318,2,1,2,31,93
"3468","B00004CX9H",276,1452,4.0036231884058,15,19,38,82,122
"3469","B00004CX9S",202,1000,4.37128712871287,10,9,12,36,135
"3470","B00004CXA4",202,1000,4.37128712871287,10,9,12,36,135
"3471","B00004CXAC",130,1020,4.5,2,7,10,16,95
"3472","B00004CXAG",131,1298,4.43511450381679,4,7,12,13,95
"3473","B00004CXAI",135,490,4.60740740740741,2,5,6,18,104
"3474","B00004CXAP",154,520,4.12987012987013,7,10,17,42,78
"3475","B00004CXAS",136,432,4.70588235294118,1,2,4,22,107
"3476","B00004CXBO",271,1412,4.51660516605166,7,7,17,48,192
"3477","B00004CXBV",103,429,4.27184466019417,1,4,9,41,48
"3478","B00004CXH2",215,1217,4.58604651162791,5,5,4,46,155
"3479","B00004CXID",190,923,4.10526315789474,16,10,16,44,104
"3480","B00004CXIE",100,277,4.02,7,6,11,30,46
"3481","B00004CXIG",158,533,4.37974683544304,10,3,7,35,103
"3482","B00004CXJ9",165,667,4.37575757575758,9,4,9,37,106
"3483","B00004CXJE",215,1091,4.73023255813953,5,3,2,25,180
"3484","B00004CXJF",110,344,4.13636363636364,7,6,14,21,62
"3485","B00004CXKY",135,784,3.84444444444444,17,9,13,35,61
"3486","B00004CXL8",166,563,4.53012048192771,6,3,8,29,120
"3487","B00004CXLA",271,2574,4.74907749077491,5,2,5,32,227
"3488","B00004CXMN",133,848,4.28571428571429,4,6,14,33,76
"3489","B00004CXMQ",403,2789,4.38213399503722,23,17,26,54,283
"3490","B00004CXMR",250,2554,4.484,16,4,10,33,187
"3491","B00004CXMT",102,503,4.69607843137255,2,2,1,15,82
"3492","B00004CXMU",215,1091,4.73023255813953,5,3,2,25,180
"3493","B00004CXMV",179,672,4.47486033519553,6,2,15,34,122
"3494","B00004CXMW",137,212,4.42335766423358,8,3,6,26,94
"3495","B00004CXOH",119,462,4.2436974789916,9,4,8,26,72
"3496","B00004CXPT",170,778,4.60588235294118,0,6,3,43,118
"3497","B00004CXPV",107,462,4.57943925233645,4,0,4,21,78
"3498","B00004CXPY",180,719,4.37222222222222,7,5,14,42,112
"3499","B00004CXQ6",146,654,3.02739726027397,27,26,36,30,27
"3500","B00004CXQE",108,295,4.34259259259259,2,3,8,38,57
"3501","B00004CXT2",186,893,4.66666666666667,4,1,11,21,149
"3502","B00004CXT4",108,727,4.46296296296296,8,2,3,14,81
"3503","B00004CXT5",522,1721,4.66475095785441,17,10,9,59,427
"3504","B00004CXT9",103,188,4.63106796116505,1,1,6,19,76
"3505","B00004CXVW",293,2620,4.43003412969283,6,17,17,58,195
"3506","B00004CXWR",110,417,3.59090909090909,13,9,20,36,32
"3507","B00004CXWV",270,1412,2.87037037037037,89,33,39,42,67
"3508","B00004CXWW",271,1412,4.51660516605166,7,7,17,48,192
"3509","B00004CXX7",154,520,4.12987012987013,7,10,17,42,78
"3510","B00004CXX8",447,1945,4.32438478747204,35,14,28,64,306
"3511","B00004CXX9",195,983,4.40512820512821,10,6,10,38,131
"3512","B00004CXXA",194,1037,4.2680412371134,8,7,23,43,113
"3513","B00004CXYL",109,427,4.54128440366972,3,1,4,27,74
"3514","B00004CXYP",261,1630,4.28735632183908,19,5,23,49,165
"3515","B00004CXZQ",148,495,3.77027027027027,8,8,34,58,40
"3516","B00004CXZR",263,925,3.84790874524715,8,27,51,88,89
"3517","B00004CXZS",268,709,4.6865671641791,2,1,13,47,205
"3518","B00004CY34",136,943,3.83088235294118,17,10,13,35,61
"3519","B00004CY38",163,1130,4.16564417177914,15,4,16,32,96
"3520","B00004CY4G",110,344,4.13636363636364,7,6,14,21,62
"3521","B00004CY4M",109,1226,3.76146788990826,17,5,11,30,46
"3522","B00004CY4P",174,2164,4.51724137931035,8,5,10,17,134
"3523","B00004CY5V",216,1022,4.66666666666667,1,6,11,28,170
"3524","B00004CY65",170,766,4.55294117647059,2,5,9,35,119
"3525","B00004CY6E",193,777,4.61658031088083,3,9,5,25,151
"3526","B00004CY8G",260,1221,4.74615384615385,6,2,5,26,221
"3527","B00004CYA2",116,374,3.12068965517241,16,23,25,35,17
"3528","B00004CYA3",136,492,4.36764705882353,5,0,13,40,78
"3529","B00004CYA7",120,432,4.16666666666667,7,2,12,42,57
"3530","B00004CYAE",293,1598,4.78839590443686,5,1,5,29,253
"3531","B00004CYAO",184,1651,4.08695652173913,16,8,13,54,93
"3532","B00004CYBG",126,465,4.3015873015873,3,3,15,37,68
"3533","B00004CYBM",126,465,4.3015873015873,3,3,15,37,68
"3534","B00004CYFF",140,778,4.54285714285714,4,4,4,28,100
"3535","B00004CYFJ",194,1037,4.2680412371134,8,7,23,43,113
"3536","B00004CYFT",264,1782,4.64015151515152,1,14,12,25,212
"3537","B00004CYGM",183,576,3.78688524590164,20,7,27,67,62
"3538","B00004CYH1",196,835,4.70408163265306,2,4,6,26,158
"3539","B00004CYH4",385,2132,4.64675324675325,4,7,16,67,291
"3540","B00004CYH8",129,644,4.42635658914729,1,3,13,35,77
"3541","B00004CYJ2",131,527,4.38167938931298,12,1,2,26,90
"3542","B00004CYJ4",193,1385,4.03108808290155,13,15,21,48,96
"3543","B00004CYJ5",140,778,4.54285714285714,4,4,4,28,100
"3544","B00004CYK4",154,520,4.12987012987013,7,10,17,42,78
"3545","B00004CYKW",191,489,4.7696335078534,1,0,8,24,158
"3546","B00004CYL4",132,507,4.14393939393939,15,4,7,27,79
"3547","B00004CYL5",152,713,4.26315789473684,5,6,12,50,79
"3548","B00004CYLG",135,784,3.84444444444444,17,9,13,35,61
"3549","B00004CYNS",101,290,4.57425742574257,2,4,5,13,77
"3550","B00004CYNY",334,2002,3.91616766467066,28,22,46,92,146
"3551","B00004CYQ1",142,263,4.17605633802817,3,4,19,55,61
"3552","B00004CYQH",112,563,4.41071428571429,4,2,6,32,68
"3553","B00004CYR9",115,452,4.36521739130435,8,2,8,19,78
"3554","B00004CYRC",171,786,4.42105263157895,8,6,12,25,120
"3555","B00004CYRZ",134,866,4.30597014925373,3,6,13,37,75
"3556","B00004CYS4",168,1091,3.99404761904762,9,14,18,55,72
"3557","B00004CYS5",149,991,4.3758389261745,7,6,11,25,100
"3558","B00004CYS7",207,1565,4.26570048309179,10,3,22,59,113
"3559","B00004CYS9",102,231,4.64705882352941,1,2,3,20,76
"3560","B00004CYTI",130,597,4.45384615384615,3,3,8,34,82
"3561","B00004CYUL",102,231,4.64705882352941,1,2,3,20,76
"3562","B00004CYVN",141,397,4.51063829787234,5,2,7,29,98
"3563","B00004CYVZ",255,417,4.75686274509804,2,1,4,43,205
"3564","B00004CYW3",139,551,4.64748201438849,1,3,7,22,106
"3565","B00004CYW6",113,800,3.73451327433628,16,6,14,33,44
"3566","B00004CYXE",109,857,4.39449541284404,4,5,8,19,73
"3567","B00004CYXR",141,526,4.74468085106383,1,2,7,12,119
"3568","B00004CYXS",148,775,4.60135135135135,2,3,8,26,109
"3569","B00004CYXT",186,523,4.44623655913978,5,3,11,52,115
"3570","B00004CYXU",186,523,4.44623655913978,5,3,11,52,115
"3571","B00004CYXY",151,929,4.26490066225166,10,6,11,31,93
"3572","B00004CZ0J",126,1773,3.83333333333333,23,9,6,16,72
"3573","B00004CZ0K",508,3153,4.61811023622047,16,9,24,55,404
"3574","B00004CZ0L",508,3153,4.61811023622047,16,9,24,55,404
"3575","B00004CZ1R",237,2951,4.09704641350211,25,18,14,32,148
"3576","B00004CZ34",224,2219,4.69642857142857,7,3,6,19,189
"3577","B00004CZ3O",129,487,2.11627906976744,58,26,26,10,9
"3578","B00004CZ56",232,817,4.42672413793103,6,5,14,66,141
"3579","B00004CZ57",198,583,3.75252525252525,25,18,25,43,87
"3580","B00004CZ63",277,722,4.45126353790614,4,8,18,76,171
"3581","B00004CZ6H",196,835,4.70408163265306,2,4,6,26,158
"3582","B00004CZ6I",211,1090,4.70616113744076,0,4,6,38,163
"3583","B00004CZ6Q",200,1250,4.45,10,6,11,30,143
"3584","B00004CZ7V",222,611,4.54054054054054,9,1,13,37,162
"3585","B00004CZ9S",152,732,4.53947368421053,2,3,8,37,102
"3586","B00004CZA8",174,723,4.56896551724138,4,3,8,34,125
"3587","B00004CZA9",174,723,4.56896551724138,4,3,8,34,125
"3588","B00004CZAN",129,487,2.11627906976744,58,26,26,10,9
"3589","B00004CZAP",169,525,4.56213017751479,5,1,10,31,122
"3590","B00004CZAQ",291,1339,4.44329896907217,19,7,12,41,212
"3591","B00004CZAT",303,1231,4.79207920792079,4,2,8,25,264
"3592","B00004CZE5",147,476,4.89115646258503,0,0,0,16,131
"3593","B00004CZEG",120,337,3.85833333333333,10,15,14,24,57
"3594","B00004CZEH",120,337,3.85833333333333,10,15,14,24,57
"3595","B00004CZEO",230,2079,4.25652173913043,18,12,13,37,150
"3596","B00004CZEQ",148,516,4.57432432432432,4,1,3,38,102
"3597","B00004CZER",148,516,4.57432432432432,4,1,3,38,102
"3598","B00004CZES",140,545,4.4,11,3,6,19,101
"3599","B00004CZEV",256,1519,4.609375,10,7,9,21,209
"3600","B00004CZEW",202,1448,4.65346534653465,7,1,11,17,166
"3601","B00004CZFK",170,766,4.55294117647059,2,5,9,35,119
"3602","B00004CZG7",309,2475,4.64077669902913,11,3,9,40,246
"3603","B00004CZGD",135,428,4.52592592592593,3,0,7,38,87
"3604","B00004CZGE",135,428,4.52592592592593,3,0,7,38,87
"3605","B00004CZGI",141,526,4.72340425531915,1,1,5,22,112
"3606","B00004CZGJ",141,526,4.72340425531915,1,1,5,22,112
"3607","B00004CZGN",166,726,4.75301204819277,3,2,3,17,141
"3608","B00004CZGR",111,259,4.33333333333333,0,2,17,34,58
"3609","B00004CZGV",163,1085,4.38650306748466,5,12,3,38,105
"3610","B00004CZGW",163,1085,4.38650306748466,5,12,3,38,105
"3611","B00004CZI1",112,711,3.80357142857143,12,11,8,37,44
"3612","B00004CZIZ",221,1829,4.48868778280543,9,10,9,29,164
"3613","B00004CZJ0",307,1445,4.52768729641694,12,6,13,53,223
"3614","B00004CZK1",195,1408,4.34358974358974,11,5,13,43,123
"3615","B00004CZK5",116,366,3.26724137931034,17,15,32,24,28
"3616","B00004CZK9",158,694,4.23417721518987,8,9,12,38,91
"3617","B00004CZLP",106,728,4.32075471698113,3,5,7,31,60
"3618","B00004CZNF",147,414,4.2312925170068,10,6,6,43,82
"3619","B00004CZNL",194,1694,4.1340206185567,23,7,10,35,119
"3620","B00004CZO2",477,2765,4.56813417190776,9,8,20,106,334
"3621","B00004CZO8",209,723,4.21531100478469,9,12,21,50,117
"3622","B00004CZQS",377,2311,4.54907161803713,9,14,18,56,280
"3623","B00004CZQV",315,1675,4.57777777777778,10,6,15,45,239
"3624","B00004CZR1",208,1903,4.42788461538461,14,6,9,27,152
"3625","B00004CZR2",208,1903,4.42788461538461,14,6,9,27,152
"3626","B00004CZR7",195,894,4.41025641025641,11,8,8,31,137
"3627","B00004CZRQ",377,2311,4.54907161803713,9,14,18,56,280
"3628","B00004CZSB",148,707,4.33783783783784,5,5,14,35,89
"3629","B00004CZSD",278,1829,4.42446043165468,8,12,17,58,183
"3630","B00004CZSQ",246,1644,3.69105691056911,30,31,28,53,104
"3631","B00004CZTR",141,397,4.51063829787234,5,2,7,29,98
"3632","B00004CZTY",113,182,4.10619469026549,5,4,14,41,49
"3633","B00004CZU0",113,183,4.10619469026549,5,4,14,41,49
"3634","B00004CZWL",174,723,4.56896551724138,4,3,8,34,125
"3635","B00004CZXH",106,509,4.66981132075472,0,1,7,18,80
"3636","B00004CZXK",114,582,4.74561403508772,1,2,1,17,93
"3637","B00004CZXW",203,789,3.76847290640394,25,14,32,44,88
"3638","B00004CZZS",171,503,4.70760233918129,1,0,8,30,132
"3639","B00004CZZZ",313,1287,4.4408945686901,15,5,20,60,213
"3640","B00004D00H",202,1021,3.66831683168317,20,22,36,51,73
"3641","B00004D00J",249,1729,4.73092369477912,3,4,6,31,205
"3642","B00004D00L",475,2506,4.60631578947368,17,7,22,54,375
"3643","B00004D02B",106,922,4.21698113207547,7,3,9,28,59
"3644","B00004D02E",190,744,4.37368421052632,12,2,16,33,127
"3645","B00004D02K",121,399,4.53719008264463,2,4,6,24,85
"3646","B00004D043",270,2756,4.63333333333333,6,9,12,24,219
"3647","B00004D04C",329,3779,4.73252279635258,8,8,4,24,285
"3648","B00004D07Q",161,563,3.59627329192547,21,13,29,45,53
"3649","B00004D07X",496,2171,4.63306451612903,9,6,16,96,369
"3650","B00004D07Y",306,1553,4.41830065359477,20,3,17,55,211
"3651","B00004D095",278,1634,4.64748201438849,11,5,8,23,231
"3652","B00004D0B8",190,2003,4.18421052631579,14,12,17,29,118
"3653","B00004D0BA",408,3515,3.57107843137255,60,32,73,101,142
"3654","B00004D0BQ",192,536,4.703125,1,3,6,32,150
"3655","B00004D0C1",105,341,4.66666666666667,0,2,4,21,78
"3656","B00004D0C5",145,1598,3.8,19,9,20,31,66
"3657","B00004D0C6",166,1166,4.21084337349398,12,6,10,45,93
"3658","B00004D0CD",509,2133,4.69744597249509,13,7,18,45,426
"3659","B00004D0CE",509,2133,4.69744597249509,13,7,18,45,426
"3660","B00004D0CJ",112,448,4.125,7,3,14,33,55
"3661","B00004D0DU",278,1634,4.64748201438849,11,5,8,23,231
"3662","B00004D0EE",124,1071,4.01612903225806,11,8,14,26,65
"3663","B00004D0EG",238,1582,4.29411764705882,14,10,24,34,156
"3664","B00004D0EP",112,448,4.125,7,3,14,33,55
"3665","B00004D0ER",139,968,4.39568345323741,8,2,7,32,90
"3666","B00004D0H2",217,985,4.40552995391705,9,4,16,49,139
"3667","B00004D0HH",126,465,4.3015873015873,3,3,15,37,68
"3668","B00004D2VX",186,893,4.66666666666667,4,1,11,21,149
"3669","B00004D2W0",225,1759,4.75111111111111,6,2,7,12,198
"3670","B00004D2W4",163,889,4.79754601226994,0,1,2,26,134
"3671","B00004D2WC",114,582,4.74561403508772,1,2,1,17,93
"3672","B00004D2WD",126,572,4.58730158730159,3,0,7,26,90
"3673","B00004D2WH",121,481,4.52892561983471,2,1,8,30,80
"3674","B00004D2X8",254,546,4.30708661417323,17,8,12,60,157
"3675","B00004D2XZ",320,1766,4.65625,11,6,14,20,269
"3676","B00004D2Y4",375,1077,4.62933333333333,8,5,14,64,284
"3677","B00004D2YN",217,985,4.40552995391705,9,4,16,49,139
"3678","B00004D301",106,229,4.52830188679245,1,0,9,28,68
"3679","B00004D307",241,929,4.14107883817427,12,11,25,76,117
"3680","B00004D31K",182,1022,4.1978021978022,10,7,13,59,93
"3681","B00004D31L",191,489,4.7696335078534,1,0,8,24,158
"3682","B00004D322",120,688,4.69166666666667,2,2,5,13,98
"3683","B00004D32U",106,511,4.38679245283019,1,4,8,33,60
"3684","B00004D337",105,341,4.66666666666667,0,2,4,21,78
"3685","B00004D33O",175,669,4.45714285714286,6,6,11,31,121
"3686","B00004D341",277,722,4.45126353790614,4,8,18,76,171
"3687","B00004D342",186,523,4.44623655913978,5,3,11,52,115
"3688","B00004D34G",320,1766,4.65625,11,6,14,20,269
"3689","B00004D34H",300,2317,4.07666666666667,22,19,40,52,167
"3690","B00004D34P",202,944,4.06930693069307,10,15,20,63,94
"3691","B00004D34Q",292,3126,3.67808219178082,58,27,19,35,153
"3692","B00004D352",180,873,4.32222222222222,11,4,10,46,109
"3693","B00004D357",108,434,4.05555555555556,10,6,12,20,60
"3694","B00004D35R",121,618,4.43801652892562,2,5,5,35,74
"3695","B00004D35S",165,667,4.37575757575758,9,4,9,37,106
"3696","B00004D35W",147,414,4.2312925170068,10,6,6,43,82
"3697","B00004D35X",120,524,4.35,5,4,12,22,77
"3698","B00004D35Y",119,462,4.2436974789916,9,4,8,26,72
"3699","B00004D360",293,2620,4.43003412969283,6,17,17,58,195
"3700","B00004D361",103,535,4.50485436893204,3,2,4,25,69
"3701","B00004D363",365,1815,4.58356164383562,7,12,18,52,276
"3702","B00004D365",103,630,4.22330097087379,13,0,3,22,65
"3703","B00004D369",102,274,4.72549019607843,2,1,3,11,85
"3704","B00004D36A",103,429,4.27184466019417,1,4,9,41,48
"3705","B00004D36B",127,674,4.55905511811024,3,2,4,30,88
"3706","B00004D36F",149,372,4.6510067114094,1,5,7,19,117
"3707","B00004D37N",100,523,4.72,1,2,5,8,84
"3708","B00004D386",156,1722,4.73076923076923,1,1,6,23,125
"3709","B00004I9M6",121,333,4.50413223140496,3,1,5,35,77
"3710","B00004I9OL",189,703,4.59259259259259,6,2,10,27,144
"3711","B00004I9OM",264,2065,4.64015151515152,11,1,5,38,209
"3712","B00004I9Q1",242,652,4.60743801652893,2,8,14,35,183
"3713","B00004L8J4",114,213,4.5,3,2,3,33,73
"3714","B00004L8J6",149,535,4.2751677852349,7,12,9,26,95
"3715","B00004L8JD",142,263,4.17605633802817,3,4,19,55,61
"3716","B00004NKCR",111,910,4.27027027027027,0,3,13,46,49
"3717","B00004NKCS",102,653,4.38235294117647,0,8,9,21,64
"3718","B00004NKCX",121,481,4.52892561983471,2,1,8,30,80
"3719","B00004NKCY",109,383,3.92660550458716,10,8,10,33,48
"3720","B00004R65L",203,968,4.36453201970443,7,6,16,51,123
"3721","B00004R66C",109,982,4.22935779816514,8,3,8,27,63
"3722","B00004R66E",190,2003,4.18421052631579,14,12,17,29,118
"3723","B00004R66F",244,1612,4.4344262295082,18,5,8,35,178
"3724","B00004R66M",233,1075,4.55364806866953,5,5,13,43,167
"3725","B00004R66O",127,575,4.77952755905512,0,4,1,14,108
"3726","B00004R67E",209,723,4.21531100478469,9,12,21,50,117
"3727","B00004R67R",408,3515,3.57107843137255,60,32,73,101,142
"3728","B00004R67W",232,2520,4.13793103448276,26,8,19,34,145
"3729","B00004R67Z",105,955,4.03809523809524,6,11,7,30,51
"3730","B00004R691",111,749,4.45945945945946,4,3,9,17,78
"3731","B00004R694",463,1714,4.71058315334773,9,10,10,48,386
"3732","B00004R695",109,210,3.76146788990826,1,4,42,35,27
"3733","B00004R69Q",124,2257,3.94354838709677,13,6,15,31,59
"3734","B00004R6A7",110,344,4.18181818181818,10,3,8,25,64
"3735","B00004R6AJ",201,972,4.47761194029851,7,6,18,23,147
"3736","B00004R6AQ",303,1231,4.79207920792079,4,2,8,25,264
"3737","B00004R6B3",115,1017,4.32173913043478,7,7,6,17,78
"3738","B00004R6BI",128,360,4.328125,3,8,12,26,79
"3739","B00004R6BM",386,1403,4.57772020725389,15,11,11,48,301
"3740","B00004R6BR",142,1550,4.23943661971831,16,3,10,15,98
"3741","B00004R6C3",496,2171,4.63306451612903,9,6,16,96,369
"3742","B00004R6C5",369,2140,4.77235772357724,7,3,10,27,322
"3743","B00004R6CG",248,1660,4.63709677419355,1,10,14,28,195
"3744","B00004R6FY",166,960,4.51204819277108,6,6,7,25,122
"3745","B00004R6FZ",122,707,4.71311475409836,1,0,4,23,94
"3746","B00004R6G9",156,701,4.71153846153846,4,2,2,19,129
"3747","B00004R6KT",122,390,4.54918032786885,3,1,12,16,90
"3748","B00004R6L0",267,862,4.38576779026217,16,10,9,52,180
"3749","B00004R6MH",101,493,4.45544554455446,5,3,5,16,72
"3750","B00004R6MQ",158,636,4.60126582278481,1,5,5,34,113
"3751","B00004R6N5",379,4085,4.39577836411609,33,11,14,36,285
"3752","B00004R6N6",214,623,4.58878504672897,2,0,13,54,145
"3753","B00004R6NA",110,443,4.46363636363636,6,2,4,21,77
"3754","B00004R6NR",214,623,4.58878504672897,2,0,13,54,145
"3755","B00004R6O5",327,2116,4.68807339449541,10,5,12,23,277
"3756","B00004R6OX",127,362,4.44094488188976,3,4,7,33,80
"3757","B00004R6Q1",109,277,4.00917431192661,3,11,13,37,45
"3758","B00004R6QX",113,800,3.73451327433628,16,6,14,33,44
"3759","B00004R6RK",165,923,3.91515151515152,22,9,17,30,87
"3760","B00004R6RZ",168,552,4.53571428571429,2,3,12,37,114
"3761","B00004R6S3",232,818,4.42672413793103,6,5,14,66,141
"3762","B00004R6ST",120,701,4.63333333333333,3,0,6,20,91
"3763","B00004R6UD",241,929,4.14107883817427,12,11,25,76,117
